Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/integrate/0/3.14159,25619,0,69,68.1052721778026,12.846394000007422,124.99370600016846,114.0,142.85367989504184,0.0,69,74,77,79,85,90,96,100,110,120,120
,Aggregated,25619,0,69,68.1052721778026,12.846394000007422,124.99370600016846,114.0,142.85367989504184,0.0,69,74,77,79,85,90,96,100,110,120,120
