Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/integrate/0/3.14159,8059,1,160.0,216.81580088847738,34.8041329998523,1555.36925499473,114.5735202878769,44.898506562978575,0.005571225532073281,160,290,300,310,310,320,330,340,360,1600,1600
,Aggregated,8059,1,160.0,216.81580088847738,34.8041329998523,1555.36925499473,114.5735202878769,44.898506562978575,0.005571225532073281,160,290,300,310,310,320,330,340,360,1600,1600
