Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1704480583,10,,Aggregated,58.400000,0.000000,160,160,160,160,170,170,220,310,350,350,350,1901,0,160.0,144.38979271072037,34.8041329998523,352.7184380000108,115.0
1704480584,10,,Aggregated,59.500000,0.000000,160,160,160,160,170,170,220,310,350,350,350,1962,0,160.0,144.94811230176444,34.8041329998523,352.7184380000108,115.0
1704480585,10,,Aggregated,62.300000,0.000000,160,160,160,160,170,170,220,300,350,350,350,2022,0,160.0,145.66126842584436,34.8041329998523,352.7184380000108,115.0
1704480586,10,,Aggregated,62.300000,0.000000,160,160,160,160,170,170,220,300,350,350,350,2086,0,160.0,145.99810993433914,34.8041329998523,352.7184380000108,115.0
1704480587,10,,Aggregated,62.000000,0.000000,160,160,160,160,170,170,220,300,350,350,350,2150,0,160.0,146.29163534837696,34.8041329998523,352.7184380000108,115.0
1704480588,10,,Aggregated,62.200000,0.000000,160,160,160,160,170,170,220,300,350,350,350,2213,0,160.0,146.67148662632047,34.8041329998523,352.7184380000108,115.0
1704480589,10,,Aggregated,62.300000,0.000000,160,160,160,160,170,170,220,300,350,350,350,2276,0,160.0,146.99188296136208,34.8041329998523,352.7184380000108,115.0
1704480590,10,,Aggregated,62.200000,0.000000,160,160,160,160,170,170,220,290,350,350,350,2340,0,160.0,147.28718229361664,34.8041329998523,352.7184380000108,115.0
1704480591,10,,Aggregated,62.400000,0.000000,160,160,160,160,170,170,210,290,350,350,350,2403,0,160.0,147.55412775949716,34.8041329998523,352.7184380000108,115.0
1704480592,10,,Aggregated,62.400000,0.000000,160,160,160,160,170,170,210,290,350,350,350,2467,0,160.0,147.7991652825512,34.8041329998523,352.7184380000108,115.0
1704480593,10,,Aggregated,62.600000,0.000000,160,160,160,160,170,170,200,280,350,350,350,2530,0,160.0,148.0955639917199,34.8041329998523,352.7184380000108,115.0
1704480594,10,,Aggregated,62.700000,0.000000,160,160,160,160,170,170,200,280,350,350,350,2592,0,160.0,148.39104601854575,34.8041329998523,352.7184380000108,115.0
1704480595,10,,Aggregated,62.700000,0.000000,160,160,160,160,170,170,200,280,350,350,350,2654,0,160.0,148.73415296499115,34.8041329998523,352.7184380000108,115.0
1704480596,10,,Aggregated,62.800000,0.000000,160,160,160,160,170,170,200,280,350,350,350,2716,0,160.0,149.01303010424238,34.8041329998523,352.7184380000108,115.0
1704480597,10,,Aggregated,63.100000,0.000000,160,160,160,160,170,170,190,280,350,350,350,2779,0,160.0,149.24680827820507,34.8041329998523,352.7184380000108,115.0
1704480598,10,,Aggregated,62.900000,0.000000,160,160,160,160,170,170,180,270,350,350,350,2840,0,160.0,149.52859796800803,34.8041329998523,352.7184380000108,115.0
1704480599,10,,Aggregated,62.700000,0.000000,160,160,160,160,170,170,180,270,350,350,350,2903,0,160.0,149.78008216677034,34.8041329998523,352.7184380000108,115.0
1704480600,10,,Aggregated,62.600000,0.000000,160,160,160,160,170,170,180,270,350,350,350,2966,0,160.0,149.96498094103902,34.8041329998523,352.7184380000108,115.0
1704480601,10,,Aggregated,62.400000,0.000000,160,160,160,160,170,170,180,260,350,350,350,3028,0,160.0,150.14357624904383,34.8041329998523,352.7184380000108,115.0
1704480602,10,,Aggregated,62.500000,0.000000,160,160,160,160,170,170,180,260,350,350,350,3093,0,160.0,150.28781752638602,34.8041329998523,352.7184380000108,115.0
1704480603,10,,Aggregated,62.400000,0.000000,160,160,160,160,170,170,180,250,350,350,350,3157,0,160.0,150.36660244444766,34.8041329998523,352.7184380000108,115.0
1704480604,10,,Aggregated,62.400000,0.000000,160,160,160,160,170,170,180,250,350,350,350,3221,0,160.0,150.52247186965258,34.8041329998523,352.7184380000108,115.0
1704480605,10,,Aggregated,62.700000,0.000000,160,160,160,160,170,170,180,250,350,350,350,3284,0,160.0,150.64181559018536,34.8041329998523,352.7184380000108,115.0
1704480606,10,,Aggregated,62.700000,0.000000,160,160,160,160,170,170,180,250,350,350,350,3347,0,160.0,150.80988165107573,34.8041329998523,352.7184380000108,115.0
1704480607,10,,Aggregated,62.900000,0.000000,160,160,160,160,170,170,180,240,350,350,350,3410,0,160.0,150.98297717571197,34.8041329998523,352.7184380000108,115.0
